num_enhancers,r,g,AC,RC,ma,mr,noise
2,0.5,0.1,1,9,3,5,0.2818452856
2,0.7,0.9,1,1,3,5,0.3122588213
2,0.5,0.7,1,1,9,5,0.2902782153
2,0.3,0.3,1,1,7,5,0.2839306549
2,0.1,0.7,1,5,1,5,0.328246601
25,0.18458,0.45549,10.91,7.02,3.53,2.49,0.652120405
2,0.7,0.7,1,9,7,5,0.2952146467
2,0.1,0.5,1,9,7,5,0.3427827219
2,0.3,0.1,1,7,9,5,0.275868803
2,0.7,0.3,1,3,9,5,0.2730710838
2,0.3,0.1,1,9,3,5,0.2872795161
2,0.1,0.3,1,9,3,5,0.3459613067
2,0.9,0.7,1,5,1,5,0.3301170064
15,0.46019,0.51922,10.76,4.2,2.4,6.6,0.7785938926
2,0.40715,0.13154,2.15,4.31,1.37,4,0.3125895075
2,0.95638,0.35574,1.16,2.63,2.78,3,0.2962634087
5,0.83188,0.70466,8.17,9.11,5.77,7.85,0.5269189333
2,0.7,0.1,1,3,1,5,0.2781340887
15,0.4,0.4,2,2,4,5,0.2532446227
2,0.3,0.5,1,3,3,5,0.3258527941
2,0.5,0.3,1,1,9,5,0.2706142811
2,0.5,0.1,1,5,1,5,0.2889163009
2,0.3,0.5,1,1,3,5,0.3218012242
2,0.54483,0.85261,6.64,8.84,2.82,3.65,0.3526984111
10,0.40426,0.16306,4.65,2.77,1.21,1,0.5241261321
2,0.1,0.5,1,7,9,5,0.3378822352
25,0.82815,0.63432,3.4,7.17,6.11,10.74,0.4957684264
21,0.1,1,1,10,100,10,0.3887694347
5,0.2,0.2,4,4,2,5,0.521694453
2,0.3,0.5,1,1,3,5,0.321100509
5,0.18211,0.41392,9.79,2.8,5.5,2.93,0.5933895706
2,0.5,0.9,1,7,5,5,0.3174641751
20,0.44956,0.31448,5.36,1.04,11,1.77,0.2191814187
2,0.3,0.3,1,7,1,5,0.3383984835
2,0.3,0.3,1,3,7,5,0.2902478484
2,0.9,0.7,1,5,5,5,0.2903532384
2,0.3,0.7,1,1,3,5,0.334744237
2,0.9,0.9,1,3,7,5,0.290573447
2,0.7,0.1,1,3,3,5,0.2672567477
5,0.1,0.6,6,1,6,5,0.5670830454
2,0.7,0.9,1,9,7,5,0.3003890116
15,0.6,0.6,6,1,1,5,0.6052282858
15,0.2,0.2,4,4,4,5,0.6652666995
2,0.7,0.9,1,9,1,5,0.3460266989
15,0.6,0.1,6,6,6,5,0.477040936
5,0.14606,0.58959,9.49,9.48,3.09,5.44,0.526974541
2,0.5117,0.51201,7.24,3.9,1.08,9.5,0.346555248
25,0.2352,0.5354,3.18,5.4,7.34,1.21,0.7764210653
2,0.3,0.1,1,5,3,5,0.2837923269
20,0.89308,0.42121,9.32,2.73,8.68,9.79,0.2314736248
5,0.2,0.4,4,2,2,5,0.5518966947
2,0.9,0.1,1,9,5,5,0.2785009302
2,0.9,0.1,1,9,9,5,0.2741623856
2,0.7,0.1,1,5,1,5,0.2834714055
2,0.1,0.9,1,1,9,5,0.3515205076
2,0.3,0.3,1,3,7,5,0.2906289951
2,0.9,0.9,1,9,9,5,0.2908608373
2,0.5,0.5,1,7,5,5,0.3006191316
2,0.3,0.9,1,1,3,5,0.3433834216
2,0.3,0.5,1,3,7,5,0.3046827321
10,0.2,0.4,2,2,4,5,0.5798007195
2,0.9,0.7,1,7,1,5,0.3312767032
20,0.53364,0.49408,2.57,3.58,2.36,3,0.6811332406
2,0.7,0.5,1,3,5,5,0.2876952581
2,0.5,0.5,1,7,1,5,0.3388847843
2,0.3219,0.96742,1.94,2.13,1.06,2,0.3528646288
2,0.5,0.3,1,5,5,5,0.2864969581
2,0.1,0.3,1,7,7,5,0.3271137858
5,0.6,0.1,1,1,1,5,0.1593477144
10,0.7375,0.34056,2,1.78,2.06,2,0.2199906397
2,0.9,0.7,1,3,5,5,0.2895455323
2,0.3,0.9,1,5,1,5,0.3521397945
2,0.3,0.7,1,3,3,5,0.337019135
2,0.3,0.7,1,9,9,5,0.3143208983
5,0.4,0.2,2,4,2,5,0.3931062342
15,0.52729,0.79616,1.13,5.98,2.48,8.1,0.5982562232
2,0.5,0.7,1,5,3,5,0.3206674355
5,0.2,0.2,4,2,2,5,0.4714572211
2,0.1,0.7,1,5,3,5,0.3515629153
2,0.5,0.9,1,5,9,5,0.3044145248
2,0.7,0.7,1,3,1,5,0.3354022968
2,0.1,0.1,1,3,5,5,0.2959833698
5,0.4,0.4,2,2,2,5,0.4328759542
5,0.6,0.6,6,6,6,5,0.5014865442
2,0.9,0.1,1,1,1,5,0.2652680385
2,0.5,0.7,1,1,1,5,0.3444179851
2,0.1,0.3,1,7,5,5,0.3347645471
2,0.3,0.5,1,5,9,5,0.3031680522
2,0.9,0.7,1,3,7,5,0.2840501813
2,0.9,0.7,1,9,9,5,0.2876807594
2,0.5,0.9,1,5,9,5,0.303889698
2,0.5,0.1,1,3,7,5,0.2667598206
2,0.9,0.3,1,1,3,5,0.2704218346
2,0.9,0.9,1,3,5,5,0.2958127135
2,0.5,0.7,1,3,7,5,0.2991400901
2,0.1,0.9,1,3,3,5,0.3466755222
2,0.5,0.9,1,9,3,5,0.3311232527
2,0.1,0.9,1,9,7,5,0.3533599848
2,0.3,0.9,1,5,7,5,0.3270138348
15,0.2,0.2,4,4,2,5,0.7255413859
5,0.64472,0.41271,10.14,4.8,2.65,8.2,0.4996978278
2,0.3,0.1,1,7,5,5,0.2796226997
2,0.3,0.3,1,3,9,5,0.2872295676
2,0.1,0.5,1,1,7,5,0.3413478553
2,0.5,0.1,1,5,3,5,0.2762306642
5,0.12924,0.80011,6.63,4.23,2.19,4.3,0.4342051674
2,0.5,0.9,1,7,5,5,0.3174451688
2,0.3,0.1,1,7,5,5,0.2789634523
21,2,6,0.2,1,1,0.6,0.4939363202
5,0.1,0.1,1,1,6,5,0.2098575558
10,0.37998,0.44931,7.01,8.66,10.15,7.47,0.6072076999
10,0.1,0.1,1,1,1,5,0.5532100079
10,0.2,0.2,4,4,2,5,0.6590350224
2,0.7,0.5,1,1,5,5,0.2801285587
10,0.1,0.1,6,1,1,5,0.5440965976
2,0.1,0.9,1,5,9,5,0.3520379044
2,0.7,0.7,1,1,1,5,0.3323596485
2,0.9,0.3,1,9,9,5,0.2776108542
21,2,6,0.2,0.2,1,0.2,0.4916770977
21,0.1,1,1,10,10,1,0.5298252931
2,0.3,0.5,1,1,7,5,0.3008681676
2,0.3,0.9,1,5,5,5,0.3334491752
10,0.1,0.6,6,1,1,5,0.4354234911
2,0.5,0.5,1,3,7,5,0.2912052038
2,0.1,0.5,1,5,1,5,0.3410185477
10,0.4,0.2,4,4,2,5,0.58504227
2,0.9,0.1,1,1,5,5,0.2536212031
2,0.7,0.3,1,3,7,5,0.2729512836
15,0.6103,0.56386,4.6,2.71,4.56,3,0.4539683013
2,0.9,0.1,1,5,1,5,0.2795814391
2,0.3,0.1,1,1,5,5,0.2646949933
2,0.5,0.5,1,7,3,5,0.3104548858
2,0.1,0.3,1,3,1,5,0.3525750939
2,0.9,0.1,1,7,9,5,0.2726149505
2,0.3,0.3,1,9,7,5,0.295150097
2,0.1,0.9,1,9,9,5,0.3520888131
2,0.5,0.7,1,9,3,5,0.3227403748
2,0.1,0.5,1,1,3,5,0.3531081771
2,0.5,0.3,1,9,5,5,0.2881890421
2,0.7,0.3,1,9,3,5,0.2906012027
2,0.3,0.9,1,7,7,5,0.3270410951
2,0.5,0.7,1,5,1,5,0.3471555584
2,0.7,0.1,1,3,1,5,0.2779290743
2,0.1,0.7,1,5,3,5,0.3516963075
2,0.1,0.3,1,5,3,5,0.3451884191
2,0.3,0.7,1,9,5,5,0.3268831155
2,0.5,0.1,1,5,1,5,0.2894855078
2,0.9,0.5,1,9,1,5,0.3220475762
2,0.3,0.5,1,3,1,5,0.3498695785
2,0.88425,0.13441,6.84,1.84,6.05,7.01,0.2806138429
2,0.7,0.9,1,9,3,5,0.3191673031
2,0.9,0.9,1,5,5,5,0.2967997195
15,0.6,0.1,6,1,6,5,0.08104221335
10,0.93374,0.26245,3.22,2.49,2.12,2,0.2862705462
20,0.48153,0.12843,3.51,5.18,6.96,10.83,0.3588664528
2,0.7,0.5,1,7,7,5,0.2871476467
2,0.9,0.1,1,5,5,5,0.2692149611
2,0.1,0.5,1,3,1,5,0.3413426753
2,0.1,0.3,1,1,7,5,0.3235261245
2,0.1,0.7,1,9,9,5,0.3478074465
2,0.3,0.1,1,3,5,5,0.274421483
2,0.5,0.7,1,3,7,5,0.2997175322
2,0.3209,0.26735,1.99,2.8,1.59,2,0.3346534065
2,0.9,0.5,1,7,3,5,0.293832132
2,0.3,0.3,1,9,1,5,0.3389898613
2,0.5,0.9,1,7,5,5,0.3170662707
2,0.3,0.1,1,3,5,5,0.2734113672
25,0.47107,0.34429,4.18,4.55,5.07,2.11,0.7630175226
2,0.9,0.9,1,5,1,5,0.3377746589
5,0.1,0.6,1,1,6,5,0.5387273417
10,0.4,0.2,2,4,4,5,0.3569499913
5,0.23174,0.36895,2.5,6.66,2.18,6.74,0.5284350919
2,0.9,0.5,1,3,3,5,0.2892744794
2,0.3,0.5,1,7,5,5,0.3153951082
5,0.1,0.1,1,1,6,5,0.201035585
10,0.30167,0.81485,1.29,2.6,7.87,10.16,0.3836522117
2,0.5,0.7,1,3,5,5,0.3074611763
2,0.9,0.9,1,9,9,5,0.2922829917
2,0.9,0.7,1,7,9,5,0.2856450275
2,0.17415,0.24944,1.65,3.99,5.31,7.38,0.315256639
2,0.3,0.9,1,3,5,5,0.3329677574
2,0.3,0.1,1,7,1,5,0.3038816823
2,0.1,0.5,1,3,9,5,0.3379343775
2,0.9,0.1,1,9,7,5,0.2765955643
10,0.6,0.1,6,1,1,5,0.08727152137
2,0.3,0.5,1,7,7,5,0.3074508778
2,0.7,0.3,1,5,5,5,0.2811520283
2,0.9,0.7,1,7,5,5,0.2941270083
2,0.7,0.7,1,7,1,5,0.338256348
2,0.7,0.3,1,3,5,5,0.2783935173
2,0.7,0.3,1,3,1,5,0.3074817595
15,0.1,0.1,1,1,6,5,0.1021751479
2,0.1,0.9,1,1,9,5,0.3511965173
5,0.52705,0.83918,1.52,7.16,4.47,5.77,0.4228639977
2,0.1,0.9,1,5,1,5,0.3171911509
2,0.3,0.5,1,5,7,5,0.3074406897
2,0.7,0.1,1,9,7,5,0.2745052132
2,0.3,0.5,1,1,1,5,0.3485843206
5,0.48184,0.41734,6.45,3.88,4.72,10.86,0.4081941564
2,0.7,0.5,1,9,1,5,0.3282075951
2,0.7,0.3,1,1,3,5,0.277155934
25,0.41671,0.33556,2.66,2.63,4.08,6.57,0.3932209491
2,0.9,0.1,1,9,3,5,0.2786121379
2,0.3,0.7,1,9,7,5,0.3183460221
2,0.7,0.5,1,1,1,5,0.3197591619
2,0.5,0.3,1,7,9,5,0.2819162896
2,0.1,0.5,1,9,1,5,0.3406307988
2,0.9,0.9,1,7,5,5,0.2992200947
2,0.7,0.5,1,9,7,5,0.2868227873
2,0.9,0.7,1,7,9,5,0.2853991843
2,0.3,0.1,1,3,3,5,0.2793399165
2,0.7,0.3,1,5,3,5,0.2875335731
2,0.5,0.9,1,5,3,5,0.3293941617
2,0.9,0.9,1,5,7,5,0.2934040338
15,0.6,0.6,6,6,6,5,0.6875907966
2,0.9,0.9,1,5,5,5,0.2986431071
2,0.7,0.1,1,3,5,5,0.2645147567
2,0.5,0.5,1,9,7,5,0.2943460193
25,0.63551,0.91426,6.23,7.78,2.71,9.11,0.7343965374
2,0.1,0.1,1,5,1,5,0.3384009556
2,0.10875,0.76187,4.81,1.49,1.23,4,0.3302561958
2,0.5,0.7,1,9,9,5,0.2995231199
2,0.3,0.9,1,9,9,5,0.3224281385
2,0.5,0.5,1,7,7,5,0.293766078
2,0.9,0.1,1,5,9,5,0.2673089328
2,0.1,0.5,1,5,3,5,0.3534050085
10,0.6,0.6,6,1,1,5,0.5649927622
15,0.4,0.2,4,2,4,5,0.3370706156
2,0.9,0.1,1,9,7,5,0.276255263
20,0.43594,0.94417,7.17,6.22,10.68,8.96,0.6777594736
2,0.5,0.9,1,7,1,5,0.3519122968
10,0.4,0.2,4,2,4,5,0.2743722567
15,0.1,0.1,6,6,6,5,0.6818541321
2,0.5,0.9,1,3,7,5,0.3083053204
2,0.5,0.1,1,5,1,5,0.2889420559
2,0.9,0.1,1,1,1,5,0.2665765779
2,0.3,0.1,1,9,7,5,0.2790925911
15,0.6,0.1,1,1,1,5,0.11504461
2,0.7,0.1,1,1,1,5,0.2702012269
2,0.3,0.1,1,7,5,5,0.2796253902
2,0.7,0.7,1,7,5,5,0.2992368568
5,0.83082,0.15315,3.25,2.87,1.4,2.38,0.2620454348
2,0.1,0.5,1,3,7,5,0.3419413374
2,0.9,0.1,1,7,3,5,0.2762588913
2,0.3,0.5,1,7,7,5,0.3072769963
25,0.47118,0.87155,4.49,8.87,8.86,5.74,0.7272167739
15,0.73299,0.54265,2.5,8.85,6.29,9.3,0.4340594987
2,0.3,0.3,1,1,3,5,0.3026104847
2,0.7,0.9,1,7,5,5,0.3064090171
2,0.9,0.9,1,1,3,5,0.3021152536
2,0.7,0.7,1,1,9,5,0.2815110972
2,0.7,0.1,1,1,9,5,0.2531056759
2,0.7,0.5,1,7,1,5,0.3281146893
10,0.72747,0.9815,2.92,3.07,4.16,2,0.6215045346
2,0.9,0.7,1,3,1,5,0.327057773
2,0.1,0.7,1,1,5,5,0.3530903946
2,0.7,0.5,1,1,9,5,0.2727649634
2,0.9,0.5,1,9,3,5,0.2945992576
2,0.3,0.3,1,3,5,5,0.2967339644
2,0.9,0.5,1,3,5,5,0.2811956917
15,0.4,0.2,4,4,2,5,0.6244580058
2,0.3,0.3,1,5,3,5,0.3084909463
10,0.62043,0.25862,4.78,2.1,10.59,7.35,0.2185816314
2,0.5,0.7,1,1,5,5,0.3016533047
2,0.24212,0.59823,1.52,4.19,1.1,4,0.3535397449
2,0.9,0.3,1,5,1,5,0.3028643212
2,0.1,0.5,1,5,3,5,0.3534622379
2,0.5,0.9,1,1,7,5,0.3041521525
2,0.3,0.3,1,9,7,5,0.2933491187
2,0.1,0.3,1,7,1,5,0.3525442516
2,0.7,0.7,1,5,5,5,0.2983238216
2,0.9,0.7,1,1,1,5,0.3245726774
2,0.5,0.7,1,7,1,5,0.3475340043
2,0.9,0.3,1,5,7,5,0.2748489311
5,0.1,0.6,1,6,6,5,0.5466993106
2,0.3,0.5,1,7,1,5,0.3510582864
2,0.1,0.3,1,3,9,5,0.3196300253
2,0.5,0.5,1,9,5,5,0.3002070443
2,0.3,0.3,1,9,9,5,0.2912865096
5,0.4,0.2,4,4,2,5,0.4526486435
2,0.7,0.9,1,3,5,5,0.3037680692
25,0.40297,0.39716,1.16,4.54,10.95,1.98,0.3973335505
2,0.7,0.1,1,1,7,5,0.2545928843
2,0.9,0.7,1,9,9,5,0.2879385334
2,0.9,0.9,1,1,9,5,0.2810798552
15,0.6,0.1,6,6,1,5,0.3472377062
2,0.5,0.3,1,3,5,5,0.2846451699
2,0.7,0.9,1,7,1,5,0.346230643
2,0.13124,0.5409,4.46,9.95,4.87,2.41,0.3515627509
2,0.5,0.7,1,5,5,5,0.308746985
2,0.5,0.5,1,1,3,5,0.3022215976
2,0.5,0.9,1,9,5,5,0.3174673548
15,0.74842,0.74313,1.7,4.33,2.35,7.65,0.5137797901
2,0.1,0.5,1,5,9,5,0.3380111295
2,0.9,0.1,1,1,9,5,0.2517900676
2,0.7,0.1,1,7,7,5,0.274433423
2,0.5,0.5,1,3,5,5,0.2959975829
2,0.7,0.7,1,7,3,5,0.3101022744
2,0.7,0.9,1,3,3,5,0.315824686
2,0.7,0.5,1,7,5,5,0.2921527815
10,0.4,0.2,2,4,2,5,0.4840879033
2,0.9,0.7,1,9,7,5,0.2903398153
2,0.3,0.3,1,9,7,5,0.2947906028
2,0.9,0.9,1,9,5,5,0.3006631316
2,0.54713,0.85025,1.2,5.47,1.36,6.27,0.3460673028
5,0.1,0.1,6,1,6,5,0.2875156699
2,0.1,0.9,1,3,7,5,0.3533082278
21,0.5,0.375,3,2.8,5.5,6,0.3941226574
2,0.5,0.9,1,5,5,5,0.3173197316
2,0.1,0.3,1,7,9,5,0.3203670882
2,0.5,0.3,1,3,1,5,0.3186362846
2,0.3,0.1,1,3,7,5,0.2708179271
2,0.7,0.9,1,7,1,5,0.345427948
2,0.3,0.1,1,9,1,5,0.3053274526
2,0.5,0.9,1,1,5,5,0.3100756468
2,0.3,0.5,1,9,9,5,0.3053071707
10,0.61931,0.62869,8.08,6.37,1.95,9.84,0.67579481
21,2,6,0.2,0.6,0.6,0.6,0.4934307496
2,0.3,0.9,1,5,5,5,0.3332259933
25,0.48775,0.61609,5.16,4.89,7.43,2.67,0.827005356
2,0.5,0.7,1,1,1,5,0.3445698156
2,0.1,0.3,1,9,3,5,0.3455150155
5,0.17707,0.77096,8.21,5.92,10.52,8.41,0.562071208
2,0.7,0.9,1,5,1,5,0.3452852045
2,0.1,0.5,1,3,3,5,0.3533673886
2,0.9,0.3,1,7,7,5,0.2775023663
15,0.1,0.6,1,6,1,5,0.4344722831
2,0.9,0.1,1,3,3,5,0.2662551072
15,0.1,0.1,1,6,1,5,0.7553132519
20,0.60492,0.75106,1.93,3.16,1.03,2,0.6827613219
2,0.7,0.1,1,5,7,5,0.2697311689
2,0.5,0.5,1,1,3,5,0.301716609
2,0.3,0.7,1,9,3,5,0.3389282153
5,0.93119,0.93795,2.11,3.9,4.82,5.5,0.3740172174
2,0.9,0.9,1,5,1,5,0.3377831524
2,0.5,0.7,1,7,3,5,0.321456965
2,0.5,0.3,1,1,9,5,0.2715944612
2,0.27055,0.7301,4.77,2.88,3.1,4,0.3528196958
2,0.9,0.1,1,1,1,5,0.2660983407
15,0.6,0.6,1,6,6,5,0.3873032084
2,0.3,0.5,1,3,9,5,0.2997025142
2,0.7,0.1,1,3,5,5,0.2662719569
2,0.5,0.5,1,7,7,5,0.2921841731
2,0.7,0.9,1,3,7,5,0.2974278073
2,0.9,0.9,1,7,7,5,0.2952680899
2,0.3,0.7,1,1,9,5,0.3089422074
2,0.7,0.5,1,1,1,5,0.3208987181
10,0.82877,0.16906,1.51,6.72,2.01,9.8,0.323688435
2,0.1,0.1,1,5,9,5,0.2903384684
25,0.8885,0.82342,7.97,10.59,9.52,4.57,0.8229075148
2,0.5,0.5,1,5,9,5,0.2904165835
2,0.3,0.9,1,5,1,5,0.3526229421
2,0.3,0.1,1,3,1,5,0.2994814263
15,0.6,0.1,1,6,6,5,0.265645065
2,0.50417,0.98119,3.7,4,3.22,2,0.3519220257
10,0.2,0.4,2,2,4,5,0.5535301469
2,0.5,0.9,1,3,1,5,0.3508453501
15,0.4,0.4,2,4,4,5,0.5604678063
2,0.1,0.7,1,9,9,5,0.3480479049
2,0.3,0.9,1,3,1,5,0.3528679687
5,0.1,0.1,6,1,1,5,0.4548880161
21,0.1,0.1,1,100,10,100,0.2148594546
2,0.3,0.7,1,7,9,5,0.3129508361
2,0.5,0.7,1,1,5,5,0.3015557658
2,0.9,0.1,1,1,7,5,0.2520592184
10,0.1,0.6,1,6,1,5,0.4258183332
2,0.7,0.7,1,9,1,5,0.3388029641
2,0.3,0.5,1,7,3,5,0.3269024068
2,0.7,0.3,1,7,9,5,0.2789155695
2,0.7,0.1,1,9,7,5,0.2762849235
2,0.7,0.7,1,5,1,5,0.3384648778
2,0.1,0.7,1,1,9,5,0.3459420269
2,0.5,0.3,1,1,7,5,0.2728883863
2,0.1,0.9,1,5,1,5,0.3150203244
2,0.1,0.1,1,7,3,5,0.3101372399
2,0.5,0.1,1,7,7,5,0.2724859149
2,0.9,0.3,1,9,5,5,0.2806057942
2,0.9,0.1,1,1,3,5,0.2562599354
2,0.3,0.1,1,7,5,5,0.2803635275
2,0.3,0.7,1,3,1,5,0.3534678569
5,0.6,0.1,6,1,1,5,0.1497789296
2,0.5,0.1,1,7,9,5,0.2732792272
2,0.3,0.9,1,5,7,5,0.3267443656
2,0.3,0.9,1,7,1,5,0.3523101168
15,0.1,0.6,6,6,1,5,0.3854559713
2,0.3,0.9,1,1,9,5,0.3172068998
2,0.1,0.7,1,9,9,5,0.3469186212
2,0.3,0.3,1,1,1,5,0.3334247941
2,0.3,0.5,1,5,1,5,0.350506242
2,0.9,0.7,1,9,7,5,0.2888945428
2,0.7,0.5,1,9,3,5,0.3013490417
2,0.3,0.5,1,3,5,5,0.3131621087
2,0.7,0.7,1,9,5,5,0.3008584494
21,2,10,0.2,1,0.2,1,0.4430338838
2,0.9,0.7,1,1,3,5,0.2939372373
2,0.3,0.1,1,3,9,5,0.2700062776
2,0.5,0.5,1,9,1,5,0.3391067942
2,0.9,0.3,1,3,3,5,0.2783351851
2,0.5,0.3,1,5,1,5,0.3206261173
2,0.3,0.3,1,9,3,5,0.3117484838
2,0.3,0.1,1,1,1,5,0.293209386
2,0.3,0.9,1,7,5,5,0.3345567796
2,0.7,0.1,1,7,3,5,0.2764327933
2,0.9,0.5,1,9,3,5,0.294720541
2,0.7,0.7,1,3,9,5,0.2876083633
2,0.5,0.7,1,5,7,5,0.3019994136
2,0.7,0.7,1,3,7,5,0.2896470419
2,0.9,0.7,1,3,7,5,0.2855803729
2,0.3,0.3,1,7,5,5,0.2995687077
2,0.9,0.7,1,9,1,5,0.3315845918
2,0.5,0.1,1,3,3,5,0.2711609179
2,0.5,0.9,1,3,9,5,0.3024456735
2,0.7,0.7,1,5,7,5,0.2918688691
2,0.3,0.7,1,7,7,5,0.3190802827
10,0.4,0.4,4,2,4,5,0.3973333579
2,0.1,0.3,1,3,9,5,0.3205195795
2,0.1,0.3,1,9,3,5,0.3458648391
2,0.5,0.5,1,5,1,5,0.3382892661
2,0.7,0.9,1,3,9,5,0.2929653478
15,0.6,0.6,1,6,6,5,0.3517525556
2,0.7,0.3,1,5,5,5,0.2811307069
2,0.1,0.1,1,3,9,5,0.2871739344
2,0.1,0.9,1,1,7,5,0.3531330855
2,0.1,0.1,1,9,7,5,0.2934240441
5,0.89876,0.2901,5.82,10.02,6.06,9.4,0.461726119
2,0.3,0.1,1,1,1,5,0.293396939
2,0.1,0.9,1,7,3,5,0.3467074525
2,0.9,0.7,1,9,5,5,0.2944248469
15,0.37852,0.49208,3.76,3.84,3.02,3,0.7856672842
15,0.6,0.1,1,1,6,5,0.03519045032
2,0.5,0.9,1,3,7,5,0.3077872129
2,0.7,0.5,1,5,7,5,0.2856994198
2,0.9,0.1,1,9,1,5,0.2863346303
15,0.6,0.1,1,6,6,5,0.2292057582
2,0.5,0.1,1,5,1,5,0.2899119929
2,0.5,0.3,1,7,1,5,0.3234240054
2,0.5,0.5,1,5,3,5,0.3097443468
21,0.5,0.375,4,2.8,5.5,5,0.4932406869
2,0.7,0.7,1,7,5,5,0.2985974957
10,0.76875,0.8072,4.81,4.82,2.11,4,0.7287756056
2,0.3,0.5,1,3,9,5,0.2996952171
2,0.9,0.1,1,5,5,5,0.2701754821
2,0.5,0.3,1,5,1,5,0.3206956927
25,0.46127,0.75291,4.47,1.9,4.39,1,0.7208960586
2,0.1,0.3,1,7,9,5,0.3199059445
2,0.3,0.5,1,5,9,5,0.3026355673
2,0.7,0.7,1,3,3,5,0.3063929328
5,0.2,0.4,4,4,2,5,0.5620362748
2,0.1,0.3,1,3,9,5,0.3205243374
2,0.9,0.7,1,9,5,5,0.293280173
15,0.4,0.2,4,4,2,5,0.5489744519
15,0.63413,0.29058,4.35,1.6,7.62,7.53,0.1208040907
2,0.7,0.9,1,5,3,5,0.3173927251
2,0.5,0.5,1,5,5,5,0.2985253025
2,0.3,0.5,1,5,9,5,0.3017289415
2,0.5,0.1,1,1,1,5,0.2786307517
2,0.1,0.3,1,7,5,5,0.3353248895
2,0.3,0.1,1,5,7,5,0.2750666521
2,0.7,0.3,1,3,1,5,0.3084605022
2,0.7,0.3,1,9,1,5,0.3120241221
2,0.5,0.9,1,5,5,5,0.3164756241
2,0.9,0.1,1,5,7,5,0.2674603692
2,0.3,0.5,1,1,9,5,0.2956334426
2,0.5,0.7,1,9,7,5,0.3038602988
2,0.1,0.9,1,5,1,5,0.3139758879
2,0.9,0.3,1,3,3,5,0.2795954488
2,0.1,0.5,1,7,3,5,0.3533786746
2,0.5,0.5,1,5,7,5,0.293049806
2,0.3,0.7,1,5,7,5,0.3181196194
2,0.7,0.7,1,9,7,5,0.2955866513
20,0.63804,0.43173,1.26,4.38,3.49,3,0.4981436091
21,0.1,0.1,1,10,1,1,0.5918128235
2,0.9,0.9,1,3,5,5,0.297845337
2,0.1,0.1,1,9,7,5,0.2947130271
15,0.4,0.4,2,2,4,5,0.3749554327
2,0.5,0.7,1,7,9,5,0.2979337997
2,0.7,0.7,1,9,3,5,0.3108155965
10,0.1,0.6,1,6,6,5,0.6744763973
2,0.5,0.9,1,9,3,5,0.3302217939
2,0.5,0.5,1,5,3,5,0.3091949931
2,0.9,0.5,1,9,5,5,0.288090764
2,0.3,0.3,1,9,3,5,0.3114919629
2,0.7,0.1,1,5,5,5,0.2718169119
15,0.2,0.4,2,2,4,5,0.5962893664
21,2,2,0.2,1,1,0.2,0.5590656365
2,0.3,0.3,1,1,5,5,0.2898982713
15,0.6,0.1,1,6,1,5,0.3498001264
2,0.7,0.7,1,3,5,5,0.2960912212
2,0.5,0.9,1,5,3,5,0.3296645879
2,0.1,0.1,1,1,5,5,0.2905630928
2,0.5,0.5,1,3,3,5,0.3082084712
2,0.9,0.1,1,5,3,5,0.2714362923
2,0.9,0.9,1,5,3,5,0.3099315368
2,0.1,0.7,1,5,7,5,0.350319889
2,0.5,0.5,1,7,1,5,0.3397520361
2,0.5,0.9,1,3,9,5,0.3035567835
25,0.37837,0.95332,3.01,2.14,7.1,2.26,0.7111032008
2,0.1,0.5,1,7,1,5,0.3405911753
2,0.1,0.1,1,1,3,5,0.3027454805
2,0.1,0.1,1,9,9,5,0.2921955969
21,0.5,0.375,5,2.8,5.5,2,0.6868158157
5,0.1,0.1,6,1,1,5,0.4681458179
2,0.86397,0.67017,9.75,10.97,5.28,6.01,0.342303285
10,0.2,0.2,4,4,2,5,0.6813632199
5,0.6,0.1,6,6,6,5,0.3682011698
2,0.1,0.9,1,5,1,5,0.3157439009
2,0.1,0.3,1,9,9,5,0.3216087066
10,0.6,0.1,1,1,6,5,0.05699566634
2,0.7,0.1,1,1,3,5,0.2586506282
2,0.5,0.7,1,7,1,5,0.3480204855
2,0.5,0.1,1,1,5,5,0.2583211102
2,0.5,0.5,1,7,9,5,0.2910245928
2,0.7,0.1,1,1,9,5,0.2537984179
2,0.7,0.3,1,1,5,5,0.2693322887
10,0.6,0.6,6,6,1,5,0.617972129
5,0.1,0.1,6,6,6,5,0.4964649998
2,0.1,0.5,1,9,5,5,0.3486518757
2,0.1,0.3,1,5,5,5,0.3344894611
15,0.4,0.4,2,4,2,5,0.6619586334
2,0.5,0.1,1,9,1,5,0.2931228772
2,0.9,0.5,1,5,5,5,0.286950524
2,0.5,0.7,1,7,7,5,0.3031437837
2,0.1,0.3,1,3,7,5,0.3262748415
15,0.2,0.4,2,4,2,5,0.6219406592
2,0.7,0.5,1,3,9,5,0.2799049
2,0.1,0.7,1,9,5,5,0.3533784276
20,0.14092,0.4137,2.5,9.98,10.82,10.32,0.5627501911
2,0.7,0.1,1,9,3,5,0.2796549175
2,0.1949,0.35277,6.61,10.22,5.02,6.04,0.347962954
2,0.7,0.5,1,3,3,5,0.2968203579
2,0.7,0.3,1,9,5,5,0.2837832653
2,0.5,0.7,1,3,3,5,0.3204820846
2,0.3,0.7,1,7,9,5,0.312679723
2,0.3,0.3,1,1,7,5,0.2855925302
2,0.18434,0.82505,4.16,3.8,3.26,4,0.3520241484
